age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score) 
26, Private,175540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.03
23, Private,108307, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,no,0.03
42, State-gov,273869, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,no,0.06
23, Private,370057, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.09
38, Private,49115, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,no,0.14
39, Private,346478, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.12
32, Private,341672, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,2174,0,45, Taiwan,no,0.22
47, Private,234470, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,no,0.39
26, Self-emp-not-inc,223705, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, Columbia,no,0.01
22, Private,335067, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States,no,0.34
26, Private,223558, HS-grad,9, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,no,0.01
40, Private,374764, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,no,0.43
51, Private,192386, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,6849,0,40, United-States,yes,0.69
35, Private,60227, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.09
50, Private,178251, Masters,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,no,0.44
67, Private,249043, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,6767,0,40, United-States,no,0.49
21, Self-emp-inc,225442, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,no,0.03
55, Private,164970, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,38, United-States,no,0.26
45, Private,149224, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States,no,0.19
56, Private,225267, Some-college,10, Divorced, Sales, Not-in-family, White, Male,14084,0,60, United-States,yes,0.71
23, Private,129345, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States,no,0.14
22, Private,187592, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,no,0.17
40, Local-gov,241851, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.36
26, Private,190040, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.19
23, Private,94071, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.09
38, Private,202937, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.48
31, Private,185216, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.46
37, Private,277347, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.17
52, Private,192666, 12th,8, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States,no,0.42
33, Private,268996, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,25, United-States,no,0.23
34, Self-emp-not-inc,214288, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3411,0,80, United-States,no,0.12
33, State-gov,30494, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,no,0.05
24, Local-gov,354351, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,no,0.11
40, Private,34722, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.5
17, Federal-gov,29078, 11th,7, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States,no,0.08
21, Private,338162, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,37, United-States,no,0.12
35, Local-gov,160728, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,no,0.27
39, Private,325374, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,yes,0.82
55, Private,117477, 11th,7, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,40, Jamaica,no,0.32
25, Private,225865, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States,no,0.09
37, Local-gov,185556, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,0,1980,35, United-States,no,0.12
43, Private,318415, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,no,0.49
23, Private,141427, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,no,0.29
33, Private,312923, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,80, Mexico,no,0.2
53, Private,177727, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.42
62, Private,180418, 12th,8, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,no,0.26
38, Federal-gov,337505, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,no,0.08
33, Private,150154, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.33
22, Private,240229, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.05
22, Private,296158, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.15
19, Private,234406, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,no,0.14
36, Private,112576, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,no,0.28
26, Private,246156, 10th,6, Never-married, Craft-repair, Other-relative, White, Male,0,0,24, Honduras,no,0.09
52, Private,251585, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,no,0.33
24, Self-emp-not-inc,188274, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,no,0.02
72, Local-gov,45612, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,16, United-States,no,0.17
68, Private,116993, Prof-school,15, Widowed, Prof-specialty, Unmarried, White, Male,0,0,60, United-States,no,0.45
24, Local-gov,146343, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,no,0.05
49, Self-emp-inc,140644, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,5013,0,45, United-States,no,0.23
45, Private,171540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.11
56, Private,159544, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,no,0.46
33, Private,255004, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2354,0,61, United-States,no,0.2
18, Private,198368, 11th,7, Never-married, Other-service, Own-child, White, Male,594,0,10, United-States,no,0.1
43, Private,393762, Some-college,10, Separated, Sales, Not-in-family, White, Female,0,0,35, United-States,no,0.3
42, Private,113461, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,no,0.28
26, Private,181613, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,no,0.13
34, Private,100734, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,no,0.05
57, Self-emp-not-inc,130957, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,70, United-States,no,0.28
45, Self-emp-not-inc,39986, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1740,56, United-States,no,0.08
22, Private,442478, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,no,0.14
53, Private,229247, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,45, United-States,no,0.39
53, Private,85423, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,no,0.29
67, Private,127921, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,40, United-States,yes,0.75
68, Local-gov,159643, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States,no,0.04
28, Private,380390, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.47
62, Self-emp-not-inc,162245, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,no,0.06
50, Self-emp-inc,171338, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,yes,0.7
20, State-gov,375931, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States,no,0.05
44, Local-gov,143104, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,38, United-States,no,0.28
48, Private,59380, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States,no,0.1
54, Private,324023, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,no,0.25
20, Private,176262, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,no,0.18
22, Private,144238, 11th,7, Never-married, Farming-fishing, Own-child, White, Female,0,0,38, United-States,no,0.11
34, State-gov,101562, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,no,0.03
49, Private,175109, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,40, United-States,no,0.5
33, Private,110592, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.24
26, Private,244906, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,no,0.25
35, State-gov,88215, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines,no,0.14
37, Private,216149, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,no,0.21
33, Self-emp-not-inc,100580, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, United-States,no,0.02
37, Private,118577, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States,no,0.08
19, Private,111836, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States,no,0.01
53, Private,187492, Bachelors,13, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,yes,0.61
32, Private,399088, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,no,0.48
38, Local-gov,34744, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,no,0.14
54, Federal-gov,28683, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4386,0,41, United-States,no,0.06
21, Local-gov,391936, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States,no,0.07
29, Private,39257, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,no,0.15
40, Private,59916, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.1
53, Private,173020, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,yes,0.58
54, Private,141272, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,no,0.13
18, Private,477083, 11th,7, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States,no,0.18
46, Private,20534, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,no,0.47
35, Private,181353, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,no,0.24
59, Private,70796, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,15, United-States,no,0.2
38, Private,226894, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,13550,0,40, United-States,yes,0.77
28, State-gov,134813, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States,no,0.11
46, Private,285570, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.23
34, Self-emp-inc,152109, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.06
52, Private,165001, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,no,0.19
40, Self-emp-not-inc,36104, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.02
30, Local-gov,99761, Assoc-voc,11, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.1
54, Private,105428, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.13
31, Private,108322, Some-college,10, Married-AF-spouse, Craft-repair, Husband, White, Male,0,0,28, United-States,no,0.12
56, Private,242782, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,44, United-States,no,0.19
33, Private,91667, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States,no,0.13
25, Local-gov,315287, Some-college,10, Never-married, Protective-serv, Other-relative, Black, Male,0,0,40, Trinadad&Tobago,no,0.08
44, Private,200194, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.26
34, Private,21755, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,63, United-States,no,0.26
75, State-gov,220618, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States,no,0.1
23, Private,154785, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States,no,0.06
55, Local-gov,193895, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,no,0.07
36, Private,359001, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.47
38, Private,277347, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.35
52, Private,176240, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,yes,0.61
35, Private,391937, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.4
32, Private,74501, Masters,14, Never-married, Sales, Own-child, White, Female,0,0,50, United-States,no,0.31
34, Private,105141, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,no,0.14
27, Private,467936, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, Mexico,no,0.17
27, Private,284250, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,no,0.16
24, Private,369667, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,no,0.17
19, Private,143404, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States,no,0.03
35, State-gov,227128, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,no,0.06
44, Private,30424, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,1980,40, United-States,yes,0.62
